region;caseNumber;caseNumberFull;consulate;status;submitDate;statusDate;Issued;AP;Ready;Refused;InTransit;Transfer;NVC
AF;201;2019AF201;KIN;Refused;19-Nov-2017;02-Jul-2019;0;0;0;1;0;0;0
AF;208;2019AF208;KIN;Issued;19-Nov-2017;26-Aug-2019;2;0;0;0;0;0;0
AF;247;2019AF247;FTN;Issued;15-Nov-2017;16-Jul-2019;1;0;0;0;0;0;0
AF;252;2019AF252;KIN;Administrative Processing;20-Nov-2017;28-Aug-2019;0;2;0;0;0;0;0
AF;283;2019AF283;ACC;Issued;15-Nov-2017;19-Aug-2019;1;0;0;0;0;0;0
AF;528;2019AF528;ACC;Issued;02-Nov-2017;16-Jul-2019;1;0;0;0;0;0;0
AF;720;2019AF720;KIN;Issued;21-Nov-2017;02-Aug-2019;1;0;0;0;0;0;0
AF;737;2019AF737;ACC;Refused;19-Nov-2017;30-Jul-2019;0;0;0;1;0;0;0
AF;779;2019AF779;MRV;Issued;06-Nov-2017;10-Jul-2019;1;0;0;0;0;0;0
AF;805;2019AF805;ACC;Refused;24-Oct-2017;09-Jul-2019;0;0;0;1;0;0;0
AF;935;2019AF935;COT;Issued;18-Oct-2017;28-Jun-2019;1;0;0;0;0;0;0
AF;1003;2019AF1003;ACC;Issued;24-Oct-2017;19-Aug-2019;2;0;0;0;0;0;0
AF;1017;2019AF1017;COT;Issued;21-Oct-2017;06-Aug-2019;2;0;0;0;0;0;0
AF;1037;2019AF1037;MRV;Ready;22-Oct-2017;28-Aug-2019;0;0;1;0;0;0;0
AF;1046;2019AF1046;KIN;Issued;21-Oct-2017;10-Jul-2019;1;0;1;0;0;0;0
AF;1177;2019AF1177;DKR;Issued;21-Oct-2017;11-Jul-2019;1;0;0;0;0;0;0
AF;1214;2019AF1214;ACC;Ready;20-Nov-2017;18-May-2019;0;0;1;0;0;0;0
AF;1302;2019AF1302;DJI;Issued;21-Oct-2017;28-Jul-2019;1;0;0;0;0;0;0
AF;1429;2019AF1429;ADD;Issued;09-Nov-2017;06-Aug-2019;2;0;0;0;0;0;0
AF;1647;2019AF1647;KIN;Issued;03-Nov-2017;29-Aug-2019;3;0;0;0;0;0;0
AF;1651;2019AF1651;ACC;Refused;30-Oct-2017;10-Jul-2019;0;0;0;2;0;0;0
AF;1845;2019AF1845;COT;Issued;29-Oct-2017;17-Jul-2019;1;0;0;0;0;0;0
AF;1896;2019AF1896;ACC;Issued;26-Oct-2017;16-Jul-2019;1;0;0;0;0;0;0
AF;1989;2019AF1989;NRB;Issued;03-Nov-2017;29-Jul-2019;1;0;0;0;0;0;0
AF;2068;2019AF2068;KIN;Refused;02-Nov-2017;05-Aug-2019;0;0;2;2;0;0;0
AF;2175;2019AF2175;FTN;Refused;21-Oct-2017;11-Jul-2019;0;0;0;2;0;0;0
AF;2220;2019AF2220;KIN;Refused;04-Nov-2017;21-Aug-2019;0;1;0;3;0;0;0
AF;2243;2019AF2243;KIN;Refused;19-Nov-2017;11-Jul-2019;0;0;0;2;0;0;0
AF;2247;2019AF2247;COT;Issued;29-Oct-2017;23-Jul-2019;1;0;0;0;0;0;0
AF;2425;2019AF2425;ACC;Issued;19-Oct-2017;30-Jul-2019;1;0;0;0;0;0;0
AF;2504;2019AF2504;MRV;Administrative Processing;02-Nov-2017;28-Aug-2019;0;1;2;0;0;0;0
AF;2529;2019AF2529;CSB;Issued;25-Oct-2017;05-Jul-2019;1;0;0;0;0;0;0
AF;2564;2019AF2564;ACC;Administrative Processing;03-Nov-2017;23-Aug-2019;0;3;0;0;0;0;0
AF;2679;2019AF2679;KIN;Issued;22-Nov-2017;18-Jul-2019;1;0;0;0;0;0;0
AF;2716;2019AF2716;CRO;Issued;18-Oct-2017;15-Jul-2019;4;1;0;0;0;0;0
AF;2763;2019AF2763;KIN;Issued;14-Nov-2017;02-Aug-2019;1;0;1;0;0;0;0
AF;2827;2019AF2827;KIN;Refused;20-Nov-2017;18-Jul-2019;0;0;0;2;0;0;0
AF;3092;2019AF3092;KIN;Refused;06-Nov-2017;18-Jul-2019;0;0;0;3;0;0;0
AF;3113;2019AF3113;ACC;Issued;20-Nov-2017;18-Jul-2019;1;0;0;0;0;0;0
AF;3127;2019AF3127;KIN;Issued;19-Oct-2017;20-Jul-2019;3;0;0;0;0;0;0
AF;3150;2019AF3150;ACC;Refused;03-Nov-2017;20-Aug-2019;0;0;0;5;0;0;0
AF;3188;2019AF3188;KIN;Issued;14-Nov-2017;13-Aug-2019;2;0;0;0;0;0;0
AF;3283;2019AF3283;KIN;Issued;02-Nov-2017;22-Aug-2019;4;0;0;0;0;0;0
AF;3303;2019AF3303;COT;Administrative Processing;30-Oct-2017;19-Aug-2019;0;1;0;0;0;0;0
AF;3330;2019AF3330;MRV;Refused;12-Nov-2017;11-Jul-2019;0;0;1;1;0;0;0
AF;3691;2019AF3691;NRB;Issued;19-Nov-2017;08-Jul-2019;1;0;0;0;0;0;0
AF;3704;2019AF3704;NRB;Ready;18-Nov-2017;08-Aug-2019;0;0;1;0;0;0;0
AF;3728;2019AF3728;KIN;Issued;18-Nov-2017;12-Aug-2019;1;0;1;0;0;0;0
AF;3803;2019AF3803;KIN;Issued;01-Nov-2017;19-Jul-2019;1;0;0;0;0;0;0
AF;3814;2019AF3814;COT;Issued;05-Nov-2017;23-Jul-2019;1;0;0;0;0;0;0
AF;3821;2019AF3821;KIN;Issued;23-Oct-2017;05-Aug-2019;2;0;0;0;0;0;0
AF;3894;2019AF3894;ACC;Issued;30-Oct-2017;06-Aug-2019;1;0;0;0;0;0;0
AF;3935;2019AF3935;MDD;Refused;14-Nov-2017;02-Jul-2019;0;0;1;1;0;0;0
AF;4306;2019AF4306;ACC;Issued;26-Oct-2017;22-Aug-2019;1;0;0;0;0;0;0
AF;4357;2019AF4357;DKR;Administrative Processing;04-Nov-2017;21-Aug-2019;0;1;0;0;0;0;0
AF;4569;2019AF4569;KIN;Issued;24-Oct-2017;22-Aug-2019;3;0;0;0;0;0;0
AF;4621;2019AF4621;FTN;Refused;13-Nov-2017;22-Jul-2019;0;0;0;2;0;0;0
AF;4627;2019AF4627;KIN;Refused;30-Oct-2017;05-Aug-2019;0;1;0;1;0;0;0
AF;4701;2019AF4701;DKR;Administrative Processing;22-Nov-2017;05-Aug-2019;0;1;0;0;0;0;0
AF;4827;2019AF4827;KIN;Issued;10-Nov-2017;15-Aug-2019;4;0;0;0;0;0;0
AF;4845;2019AF4845;FTN;Refused;08-Nov-2017;03-Jul-2019;0;0;0;2;0;0;0
AF;4852;2019AF4852;KIN;Issued;19-Oct-2017;02-Aug-2019;1;0;0;0;0;0;0
AF;4859;2019AF4859;ACC;Issued;08-Nov-2017;16-Jul-2019;1;0;0;0;0;0;0
AF;4866;2019AF4866;ACC;Issued;22-Nov-2017;16-Jul-2019;1;0;0;0;0;0;0
AF;4928;2019AF4928;MRV;Issued;20-Nov-2017;05-Jul-2019;3;0;0;0;0;0;0
AF;5027;2019AF5027;ACC;Refused;03-Nov-2017;24-Jul-2019;0;0;0;2;0;0;0
AF;5093;2019AF5093;COT;Issued;28-Oct-2017;27-Jun-2019;1;0;0;0;0;0;0
AF;5192;2019AF5192;KIN;Refused;02-Nov-2017;30-Jul-2019;0;0;5;2;0;0;0
AF;5224;2019AF5224;FTN;Refused;02-Nov-2017;02-Aug-2019;0;0;0;2;0;0;0
AF;5305;2019AF5305;MRV;Ready;18-Nov-2017;30-May-2019;0;0;2;0;0;0;0
AF;5413;2019AF5413;ACC;Refused;29-Oct-2017;03-Jul-2019;0;0;0;1;0;0;0
AF;5711;2019AF5711;COT;Issued;19-Nov-2017;28-Jun-2019;1;0;0;0;0;0;0
AF;5741;2019AF5741;KIN;Ready;01-Nov-2017;20-May-2019;0;0;2;0;0;0;0
AF;5760;2019AF5760;KGL;Issued;21-Nov-2017;17-Jul-2019;1;0;0;0;0;0;0
AF;5766;2019AF5766;COT;Refused;28-Oct-2017;31-Jul-2019;0;0;0;2;0;0;0
AF;5858;2019AF5858;ADD;Issued;20-Nov-2017;06-Aug-2019;2;0;0;0;0;0;0
AF;5874;2019AF5874;FTN;Ready;30-Oct-2017;09-Jul-2019;0;0;1;0;0;0;0
AF;6024;2019AF6024;KIN;Issued;18-Nov-2017;02-Aug-2019;2;0;0;0;0;0;0
AF;6049;2019AF6049;ACC;Ready;26-Oct-2017;18-May-2019;0;0;2;0;0;0;0
AF;6089;2019AF6089;LOM;Issued;21-Nov-2017;12-Jul-2019;1;0;0;0;0;0;0
AF;6103;2019AF6103;ACC;Issued;22-Oct-2017;28-Aug-2019;2;0;0;0;0;0;0
AF;6158;2019AF6158;MRV;Refused;21-Nov-2017;10-Jul-2019;0;0;1;1;0;0;0
AF;6501;2019AF6501;KIN;Issued;22-Nov-2017;30-Aug-2019;2;0;0;0;0;0;0
AF;6508;2019AF6508;KIN;Issued;21-Nov-2017;08-Jul-2019;2;0;0;0;0;0;0
AF;6663;2019AF6663;ACC;Refused;20-Oct-2017;03-Jul-2019;0;0;0;1;0;0;0
AF;6681;2019AF6681;FTN;Refused;19-Nov-2017;25-Jul-2019;0;0;0;1;0;0;0
AF;6788;2019AF6788;FTN;Refused;13-Nov-2017;22-Jul-2019;0;0;0;1;0;0;0
AF;6891;2019AF6891;ACC;Issued;22-Nov-2017;07-Aug-2019;2;0;0;0;0;0;0
AF;6933;2019AF6933;KIN;Issued;04-Nov-2017;02-Aug-2019;1;0;0;0;0;0;0
AF;6955;2019AF6955;CRO;Issued;22-Nov-2017;09-Jul-2019;1;0;0;0;0;0;0
AF;7003;2019AF7003;MRV;Refused;31-Oct-2017;05-Jul-2019;0;0;0;2;0;0;0
AF;7092;2019AF7092;ACC;Refused;30-Oct-2017;15-Aug-2019;0;0;0;2;0;0;0
AF;7131;2019AF7131;NRB;Issued;02-Nov-2017;11-Jul-2019;1;0;0;0;0;0;0
AF;7136;2019AF7136;KIN;Issued;27-Oct-2017;15-Aug-2019;1;0;0;0;0;0;0
AF;7155;2019AF7155;ACC;Issued;09-Nov-2017;03-Jul-2019;1;0;0;0;0;0;0
AF;7167;2019AF7167;ACC;Refused;15-Nov-2017;02-Jul-2019;0;0;0;1;0;0;0
AF;7255;2019AF7255;KIN;Issued;05-Nov-2017;26-Jul-2019;5;0;0;0;0;0;0
AF;7311;2019AF7311;ACC;Administrative Processing;16-Nov-2017;03-Sep-2019;0;2;0;0;0;0;0
AF;7415;2019AF7415;DKR;Administrative Processing;27-Oct-2017;13-Aug-2019;0;1;0;0;0;0;0
AF;7425;2019AF7425;KIN;Issued;04-Nov-2017;12-Jul-2019;1;0;0;0;0;0;0
AF;7497;2019AF7497;KIN;Refused;17-Nov-2017;11-Jul-2019;0;0;0;2;0;0;0
AF;7613;2019AF7613;CRO;Issued;30-Oct-2017;10-Jul-2019;3;0;0;0;0;0;0
AF;7648;2019AF7648;FTN;Administrative Processing;18-Nov-2017;29-Aug-2019;0;3;0;0;0;0;0
AF;7662;2019AF7662;ACC;Issued;26-Oct-2017;03-Jul-2019;1;0;0;0;0;0;0
AF;7673;2019AF7673;ACC;Issued;10-Nov-2017;07-Aug-2019;1;0;0;0;0;0;0
AF;7761;2019AF7761;MRV;Ready;29-Oct-2017;28-Aug-2019;0;0;2;0;0;0;0
AF;7765;2019AF7765;KIN;Issued;17-Nov-2017;26-Jul-2019;2;0;0;0;0;0;0
AF;7784;2019AF7784;ACC;Refused;18-Oct-2017;13-Aug-2019;0;1;0;1;0;0;0
AF;7821;2019AF7821;MRV;Ready;26-Oct-2017;28-Aug-2019;0;0;4;0;0;0;0
AF;7931;2019AF7931;KIN;Issued;08-Nov-2017;26-Jul-2019;1;0;0;0;0;0;0
AF;8070;2019AF8070;KIN;Issued;22-Nov-2017;09-Aug-2019;1;0;0;0;0;0;0
AF;8099;2019AF8099;KIN;Ready;02-Nov-2017;20-May-2019;0;0;3;0;0;0;0
AF;8136;2019AF8136;ACC;Refused;12-Nov-2017;30-Jul-2019;0;0;0;2;0;0;0
AF;8137;2019AF8137;ACC;Issued;25-Oct-2017;11-Jul-2019;1;0;0;0;0;0;0
AF;8201;2019AF8201;KIN;Issued;15-Nov-2017;12-Jul-2019;2;0;0;0;0;0;0
AF;8318;2019AF8318;KIN;Issued;15-Nov-2017;16-Aug-2019;2;0;0;0;0;0;0
AF;8329;2019AF8329;KHT;Issued;03-Nov-2017;16-Jul-2019;5;0;0;0;0;0;0
AF;8417;2019AF8417;KIN;Ready;28-Oct-2017;20-Jul-2019;0;0;2;0;0;0;0
AF;8442;2019AF8442;COT;Issued;06-Nov-2017;28-Jun-2019;1;0;0;0;0;0;0
AF;8458;2019AF8458;MRV;Administrative Processing;03-Nov-2017;28-Aug-2019;0;1;0;0;0;0;0
AF;8542;2019AF8542;KIN;Issued;28-Oct-2017;05-Aug-2019;2;0;0;0;0;0;0
AF;8581;2019AF8581;ACC;Ready;21-Nov-2017;18-May-2019;0;0;1;0;0;0;0
AF;8590;2019AF8590;KIN;Administrative Processing;22-Nov-2017;29-Aug-2019;0;1;0;0;0;0;0
AF;8602;2019AF8602;MRV;Issued;19-Nov-2017;03-Aug-2019;2;1;0;0;0;0;0
AF;8901;2019AF8901;CSB;Administrative Processing;31-Oct-2017;03-Sep-2019;0;1;0;0;0;0;0
AF;8978;2019AF8978;ACC;Ready;05-Nov-2017;22-Aug-2019;0;0;1;0;0;0;0
AF;9096;2019AF9096;ABJ;Issued;20-Oct-2017;01-Jul-2019;2;0;0;0;0;0;0
AF;9108;2019AF9108;NRB;Administrative Processing;24-Oct-2017;03-Sep-2019;0;1;0;0;0;0;0
AF;9173;2019AF9173;KIN;Administrative Processing;31-Oct-2017;12-Aug-2019;0;1;0;0;0;0;0
AF;9488;2019AF9488;YDE;Issued;22-Oct-2017;31-Jul-2019;1;0;0;0;0;0;0
AF;9527;2019AF9527;DJI;Administrative Processing;21-Nov-2017;27-Aug-2019;0;2;0;0;0;0;0
AF;9536;2019AF9536;ACC;Issued;22-Nov-2017;25-Jul-2019;1;0;0;0;0;0;0
AF;9649;2019AF9649;MRV;Ready;17-Nov-2017;28-Aug-2019;0;0;2;0;0;0;0
AF;9838;2019AF9838;FTN;Refused;09-Nov-2017;23-Jul-2019;0;0;2;1;0;0;0
AF;9851;2019AF9851;KIN;Ready;30-Oct-2017;20-May-2019;0;0;2;0;0;0;0
AF;9859;2019AF9859;KIN;Issued;19-Oct-2017;18-Jul-2019;1;0;0;0;0;0;0
AF;9867;2019AF9867;COT;Ready;21-Oct-2017;03-Sep-2019;0;0;1;0;0;0;0
AF;9905;2019AF9905;KIN;Issued;10-Nov-2017;26-Jul-2019;1;0;0;0;0;0;0
AF;9953;2019AF9953;ACC;Issued;25-Oct-2017;11-Jul-2019;1;0;0;0;0;0;0
AF;10019;2019AF10019;ACC;Refused;04-Nov-2017;28-Aug-2019;0;1;0;1;0;0;0
AF;10062;2019AF10062;ACC;Administrative Processing;03-Nov-2017;10-Jul-2019;0;1;0;0;0;0;0
AF;10083;2019AF10083;MRV;Ready;22-Nov-2017;30-May-2019;0;0;1;0;0;0;0
AF;10129;2019AF10129;ADD;Issued;20-Oct-2017;09-Jul-2019;1;0;0;0;0;0;0
AF;10228;2019AF10228;CRO;Issued;07-Nov-2017;31-Jul-2019;2;0;2;0;0;0;0
AF;10235;2019AF10235;ADD;Issued;21-Nov-2017;09-Jul-2019;1;0;0;0;0;0;0
AF;10478;2019AF10478;MRV;Administrative Processing;23-Oct-2017;28-Aug-2019;0;1;0;0;0;0;0
AF;10521;2019AF10521;ADD;Issued;21-Nov-2017;09-Jul-2019;1;0;0;0;0;0;0
AF;10618;2019AF10618;KIN;Issued;10-Nov-2017;26-Jul-2019;1;0;0;0;0;0;0
AF;10685;2019AF10685;ACC;Issued;31-Oct-2017;11-Jul-2019;5;0;0;0;0;0;0
AF;10807;2019AF10807;YDE;Issued;04-Nov-2017;10-Jul-2019;4;1;0;0;0;0;0
AF;10811;2019AF10811;ADD;Administrative Processing;20-Oct-2017;12-Jul-2019;0;1;0;0;0;0;0
AF;10829;2019AF10829;COT;Issued;09-Nov-2017;27-Jun-2019;1;0;0;0;0;0;0
AF;10833;2019AF10833;ACC;Issued;20-Nov-2017;26-Aug-2019;1;0;0;0;0;0;0
AF;10872;2019AF10872;KIN;Issued;20-Nov-2017;19-Jul-2019;2;0;0;0;0;0;0
AF;10886;2019AF10886;KIN;Refused;18-Oct-2017;23-Jul-2019;0;0;0;2;0;0;0
AF;10900;2019AF10900;KIN;Issued;27-Oct-2017;21-Aug-2019;2;0;1;0;0;0;0
AF;11044;2019AF11044;OUG;Issued;06-Nov-2017;01-Aug-2019;3;0;0;0;0;0;0
AF;11057;2019AF11057;MRV;Refused;23-Oct-2017;23-Jul-2019;0;0;2;1;0;0;0
AF;11075;2019AF11075;ABJ;Issued;31-Oct-2017;23-Jul-2019;1;0;0;0;0;0;0
AF;11120;2019AF11120;MRV;Issued;17-Nov-2017;22-Jul-2019;1;0;0;0;0;0;0
AF;11132;2019AF11132;ACC;Refused;22-Oct-2017;25-Aug-2019;0;0;1;1;0;0;0
AF;11175;2019AF11175;COT;Issued;10-Nov-2017;23-Jul-2019;1;0;0;0;0;0;0
AF;11194;2019AF11194;ACC;Refused;04-Nov-2017;10-Jul-2019;0;0;1;1;0;0;0
AF;11252;2019AF11252;LOM;Issued;06-Nov-2017;12-Jul-2019;4;0;0;0;0;0;0
AF;11256;2019AF11256;NRB;Issued;15-Nov-2017;27-Aug-2019;1;0;0;0;0;0;0
AF;11276;2019AF11276;NRB;Issued;11-Nov-2017;23-Jul-2019;1;0;0;0;0;0;0
AF;11300;2019AF11300;KIN;Issued;19-Oct-2017;21-Aug-2019;1;0;1;0;0;0;0
AF;11316;2019AF11316;ACC;Refused;27-Oct-2017;09-Jul-2019;0;0;0;2;0;0;0
AF;11392;2019AF11392;KIN;Issued;24-Oct-2017;05-Aug-2019;3;0;2;0;0;0;0
AF;11393;2019AF11393;KIN;Issued;28-Oct-2017;02-Aug-2019;4;0;0;0;0;0;0
AF;11514;2019AF11514;COT;Administrative Processing;29-Oct-2017;30-Aug-2019;0;1;0;0;0;0;0
AF;11598;2019AF11598;ACC;Issued;30-Oct-2017;03-Jul-2019;1;0;0;0;0;0;0
AF;11630;2019AF11630;KIN;Issued;21-Nov-2017;26-Jul-2019;1;0;0;0;0;0;0
AF;11656;2019AF11656;KIN;Refused;10-Nov-2017;25-Jul-2019;0;0;0;2;0;0;0
AF;11659;2019AF11659;ADD;Administrative Processing;06-Nov-2017;01-Aug-2019;0;1;0;0;0;0;0
AF;11688;2019AF11688;ACC;Administrative Processing;17-Nov-2017;13-Aug-2019;0;3;0;0;0;0;0
AF;11773;2019AF11773;NRB;Refused;29-Oct-2017;29-Jul-2019;0;0;3;1;0;0;0
AF;11860;2019AF11860;ACC;Administrative Processing;27-Oct-2017;30-Aug-2019;0;1;0;0;0;0;0
AF;11893;2019AF11893;ACC;Issued;07-Nov-2017;30-Jul-2019;1;0;0;0;0;0;0
AF;11972;2019AF11972;MRV;Refused;22-Nov-2017;12-Jul-2019;0;0;0;1;0;0;0
AF;11995;2019AF11995;ACC;Refused;06-Nov-2017;09-Jul-2019;0;0;0;1;0;0;0
AF;12055;2019AF12055;NRB;Issued;31-Oct-2017;23-Jul-2019;1;0;0;0;0;0;0
AF;12057;2019AF12057;KIN;Refused;20-Nov-2017;25-Jul-2019;0;0;0;2;0;0;0
AF;12067;2019AF12067;KIN;Issued;11-Nov-2017;09-Aug-2019;1;0;0;0;0;0;0
AF;12085;2019AF12085;ADD;Administrative Processing;08-Nov-2017;03-Jul-2019;0;2;0;0;0;0;0
AF;12095;2019AF12095;OUG;Issued;13-Nov-2017;05-Jul-2019;1;0;0;0;0;0;0
AF;12127;2019AF12127;KIN;Issued;13-Nov-2017;15-Aug-2019;2;0;0;0;0;0;0
