region;caseNumber;caseNumberFull;consulate;status;submitDate;statusDate;Issued;AP;Ready;Refused;InTransit;Transfer;NVC
AF;72;2019AF72;ACC;Issued;26-Oct-2017;01-Apr-2019;1;0;0;0;0;0;0
AF;82;2019AF82;KIN;Issued;27-Oct-2017;14-Mar-2019;5;0;0;0;0;0;0
AF;134;2019AF134;KIN;Issued;22-Nov-2017;06-Mar-2019;2;0;0;0;0;0;0
AF;135;2019AF135;KIN;Issued;14-Nov-2017;06-Mar-2019;2;0;0;0;0;0;0
AF;209;2019AF209;ACC;Issued;03-Nov-2017;30-Apr-2019;2;0;0;0;0;0;0
AF;242;2019AF242;MRV;Issued;31-Oct-2017;18-Mar-2019;1;0;0;0;0;0;0
AF;294;2019AF294;FTN;Refused;28-Oct-2017;27-Mar-2019;0;0;0;2;0;0;0
AF;333;2019AF333;ACC;Issued;23-Oct-2017;14-Mar-2019;1;0;0;0;0;0;0
AF;362;2019AF362;YDE;Issued;26-Oct-2017;07-Mar-2019;1;0;0;0;0;0;0
AF;452;2019AF452;MRV;Refused;02-Nov-2017;27-Mar-2019;0;0;1;1;0;0;0
AF;858;2019AF858;ADD;Refused;11-Nov-2017;11-Mar-2019;0;0;1;1;0;0;0
AF;1013;2019AF1013;ALG;Issued;22-Nov-2017;18-Jun-2019;2;0;0;0;0;0;0
AF;1265;2019AF1265;ADD;Refused;03-Nov-2017;11-Mar-2019;0;0;3;1;0;0;0
AF;1349;2019AF1349;DKR;Issued;14-Nov-2017;06-Mar-2019;1;0;0;0;0;0;0
AF;1471;2019AF1471;ACC;Issued;20-Nov-2017;20-Mar-2019;1;0;0;0;0;0;0
AF;1637;2019AF1637;YDE;Refused;24-Oct-2017;14-Mar-2019;0;0;0;1;0;0;0
AF;1669;2019AF1669;ALG;Issued;20-Oct-2017;05-Mar-2019;2;0;0;0;0;0;0
AF;1897;2019AF1897;ADD;Administrative Processing;01-Nov-2017;11-Mar-2019;0;2;0;0;0;0;0
AF;1921;2019AF1921;ABJ;Administrative Processing;17-Nov-2017;22-Aug-2019;0;1;1;0;0;0;0
AF;2048;2019AF2048;FTN;Administrative Processing;14-Nov-2017;16-Aug-2019;0;1;0;0;0;0;0
AF;2067;2019AF2067;ACC;Issued;08-Nov-2017;14-Mar-2019;2;0;2;0;0;0;0
AF;2259;2019AF2259;FTN;Refused;04-Nov-2017;14-Mar-2019;0;3;0;1;0;0;0
AF;2267;2019AF2267;FTN;Issued;02-Nov-2017;28-Mar-2019;1;0;0;0;0;0;0
AF;2319;2019AF2319;JHN;Administrative Processing;20-Nov-2017;20-Aug-2019;0;1;0;0;0;0;0
AF;2407;2019AF2407;CRO;Issued;21-Oct-2017;06-Mar-2019;1;0;1;0;0;0;0
AF;2513;2019AF2513;ACC;Refused;10-Nov-2017;14-Mar-2019;0;0;0;1;0;0;0
AF;2562;2019AF2562;MRV;Refused;22-Nov-2017;20-Mar-2019;0;0;1;2;0;0;0
